Timestep,Month,Day,Hour,Heat demand (kW)
1759,3,15,07:00:00,5.375075301
1760,3,15,08:00:00,4.39448657
1761,3,15,09:00:00,0
1762,3,15,10:00:00,0
1763,3,15,11:00:00,0
1764,3,15,12:00:00,0
1765,3,15,13:00:00,0
1766,3,15,14:00:00,0
1767,3,15,15:00:00,0
1768,3,15,16:00:00,0
1769,3,15,17:00:00,0
1770,3,15,18:00:00,4.031733542
1771,3,15,19:00:00,6.311174037
1772,3,15,20:00:00,6.416281988
1773,3,15,21:00:00,7.714279618
1774,3,15,22:00:00,6.514180092
1775,3,15,23:00:00,3.257090046
1776,3,16,00:00:00,4.291086886
1777,3,16,01:00:00,5.014884674
1778,3,16,02:00:00,5.375929434
1779,3,16,03:00:00,5.221684042
1780,3,16,04:00:00,5.376783568
1781,3,16,05:00:00,5.066584516
1782,3,16,06:00:00,4.859785148
1783,3,16,07:00:00,8.127878354
1784,3,16,08:00:00,8.589760397
1785,3,16,09:00:00,0
1786,3,16,10:00:00,0
1787,3,16,11:00:00,0
1788,3,16,12:00:00,0
1789,3,16,13:00:00,0
1790,3,16,14:00:00,0
1791,3,16,15:00:00,0
1792,3,16,16:00:00,0.464444444
1793,3,16,17:00:00,0
1794,3,16,18:00:00,6.152281198
1795,3,16,19:00:00,6.558670087
1796,3,16,20:00:00,7.0875258
1797,3,16,21:00:00,6.048881514
1798,3,16,22:00:00,7.288823588
1799,3,16,23:00:00,4.859785148
1800,3,17,00:00:00,4.808085306
1801,3,17,01:00:00,5.583582936
1802,3,17,02:00:00,5.738682462
1803,3,17,03:00:00,6.879872299
1804,3,17,04:00:00,4.859785148
1805,3,17,05:00:00,4.187687202
1806,3,17,06:00:00,4.174121641
1807,3,17,07:00:00,7.344316743
1808,3,17,08:00:00,6.440850708
1809,3,17,09:00:00,0
1810,3,17,10:00:00,0
1811,3,17,11:00:00,0
1812,3,17,12:00:00,0.5225
1813,3,17,13:00:00,0
1814,3,17,14:00:00,0
1815,3,17,15:00:00,0
1816,3,17,16:00:00,0.464444444
1817,3,17,17:00:00,0
1818,3,17,18:00:00,5.01403054
1819,3,17,19:00:00,4.91148499
1820,3,17,20:00:00,5.221684042
1821,3,17,21:00:00,5.842082146
1822,3,17,22:00:00,6.654859923
1823,3,17,23:00:00,3.412189572
1824,3,18,00:00:00,2.946890994
1825,3,18,01:00:00,2.84349131
1826,3,18,02:00:00,3.20453607
1827,3,18,03:00:00,2.84349131
1828,3,18,04:00:00,2.84349131
1829,3,18,05:00:00,2.84349131
1830,3,18,06:00:00,4.566090836
1831,3,18,07:00:00,6.976062136
1832,3,18,08:00:00,5.1699842
1833,3,18,09:00:00,0.464444444
1834,3,18,10:00:00,0
1835,3,18,11:00:00,0.5225
1836,3,18,12:00:00,0
1837,3,18,13:00:00,0
1838,3,18,14:00:00,0
1839,3,18,15:00:00,0
1840,3,18,16:00:00,0
1841,3,18,17:00:00,0.464444444
1842,3,18,18:00:00,6.772679302
1843,3,18,19:00:00,6.824379144
1844,3,18,20:00:00,6.876078986
1845,3,18,21:00:00,6.617579776
1846,3,18,22:00:00,6.669279618
1847,3,18,23:00:00,4.342786728
1848,3,19,00:00:00,4.342786728
1849,3,19,01:00:00,4.187687202
1850,3,19,02:00:00,4.342786728
1851,3,19,03:00:00,4.13598736
1852,3,19,04:00:00,4.187687202
1853,3,19,05:00:00,4.239387044
1854,3,19,06:00:00,4.962330698
1855,3,19,07:00:00,9.842413899
1856,3,19,08:00:00,6.307380724
1857,3,19,09:00:00,0
1858,3,19,10:00:00,0
1859,3,19,11:00:00,0
1860,3,19,12:00:00,0
1861,3,19,13:00:00,0
1862,3,19,14:00:00,0
1863,3,19,15:00:00,0
1864,3,19,16:00:00,0.406388889
1865,3,19,17:00:00,0
1866,3,19,18:00:00,6.152281198
1867,3,19,19:00:00,6.100581356
1868,3,19,20:00:00,6.100581356
1869,3,19,21:00:00,6.5650258
1870,3,19,22:00:00,6.048881514
1871,3,19,23:00:00,4.032587676
1872,3,20,00:00:00,4.032587676
1873,3,20,01:00:00,3.980887834
1874,3,20,02:00:00,4.032587676
1875,3,20,03:00:00,4.084287518
1876,3,20,04:00:00,4.13598736
1877,3,20,05:00:00,4.13598736
1878,3,20,06:00:00,5.226331488
1879,3,20,07:00:00,7.636302788
1880,3,20,08:00:00,6.713769613
1881,3,20,09:00:00,0
1882,3,20,10:00:00,0
1883,3,20,11:00:00,0
1884,3,20,12:00:00,0.406388889
1885,3,20,13:00:00,0
1886,3,20,14:00:00,0
1887,3,20,15:00:00,0
1888,3,20,16:00:00,0
1889,3,20,17:00:00,0.348333333
1890,3,20,18:00:00,5.94548183
1891,3,20,19:00:00,6.20398104
1892,3,20,20:00:00,6.669279618
1893,3,20,21:00:00,6.46248025
1894,3,20,22:00:00,6.72097946
1895,3,20,23:00:00,4.91148499
1896,3,21,00:00:00,4.91148499
1897,3,21,01:00:00,5.376783568
1898,3,21,02:00:00,5.221684042
1899,3,21,03:00:00,5.42848341
1900,3,21,04:00:00,5.94548183
1901,3,21,05:00:00,5.68698262
1902,3,21,06:00:00,7.416791993
1903,3,21,07:00:00,8.478774088
1904,3,21,08:00:00,8.690220902
1905,3,21,09:00:00,0
1906,3,21,10:00:00,0
1907,3,21,11:00:00,0.464444444
1908,3,21,12:00:00,0
1909,3,21,13:00:00,0
1910,3,21,14:00:00,0
1911,3,21,15:00:00,0
1912,3,21,16:00:00,0.5225
1913,3,21,17:00:00,0
1914,3,21,18:00:00,6.048881514
1915,3,21,19:00:00,6.100581356
1916,3,21,20:00:00,6.048881514
1917,3,21,21:00:00,6.048881514
1918,3,21,22:00:00,6.048881514
1919,3,21,23:00:00,3.929187992
1920,3,22,00:00:00,3.980887834
1921,3,22,01:00:00,4.451687992
1922,3,22,02:00:00,3.980887834
1923,3,22,03:00:00,4.348288308
1924,3,22,04:00:00,3.87748815
1925,3,22,05:00:00,4.187687202
1926,3,22,06:00:00,6.039109266
1927,3,22,07:00:00,7.178214057
1928,3,22,08:00:00,6.255680882
1929,3,22,09:00:00,0
1930,3,22,10:00:00,0.5225
1931,3,22,11:00:00,0
1932,3,22,12:00:00,0
1933,3,22,13:00:00,0
1934,3,22,14:00:00,0
1935,3,22,15:00:00,0
1936,3,22,16:00:00,0
1937,3,22,17:00:00,0
1938,3,22,18:00:00,6.20398104
1939,3,22,19:00:00,6.307380724
1940,3,22,20:00:00,6.46248025
1941,3,22,21:00:00,7.191779618
1942,3,22,22:00:00,6.307380724
1943,3,22,23:00:00,4.39448657
1944,3,23,00:00:00,4.239387044
1945,3,23,01:00:00,5.026741967
1946,3,23,02:00:00,4.291086886
1947,3,23,03:00:00,4.342786728
1948,3,23,04:00:00,4.342786728
1949,3,23,05:00:00,4.39448657
1950,3,23,06:00:00,4.39448657
1951,3,23,07:00:00,7.952857553
1952,3,23,08:00:00,8.114312793
1953,3,23,09:00:00,0.5225
1954,3,23,10:00:00,0
1955,3,23,11:00:00,0
1956,3,23,12:00:00,0
1957,3,23,13:00:00,0.5225
1958,3,23,14:00:00,0
1959,3,23,15:00:00,0.464444444
1960,3,23,16:00:00,0
1961,3,23,17:00:00,0
1962,3,23,18:00:00,6.617579776
1963,3,23,19:00:00,6.617579776
1964,3,23,20:00:00,6.565879934
1965,3,23,21:00:00,6.565879934
1966,3,23,22:00:00,6.565879934
1967,3,23,23:00:00,4.446186412
1968,3,24,00:00:00,4.446186412
1969,3,24,01:00:00,4.497886254
1970,3,24,02:00:00,5.072086096
1971,3,24,03:00:00,4.497886254
1972,3,24,04:00:00,5.007674827
1973,3,24,05:00:00,4.65298578
1974,3,24,06:00:00,4.601285938
1975,3,24,07:00:00,7.023968665
1976,3,24,08:00:00,9.591124536
1977,3,24,09:00:00,0.406388889
1978,3,24,10:00:00,0
1979,3,24,11:00:00,0
1980,3,24,12:00:00,0
1981,3,24,13:00:00,0
1982,3,24,14:00:00,0.406388889
1983,3,24,15:00:00,0
1984,3,24,16:00:00,0.638611111
1985,3,24,17:00:00,0.580555556
1986,3,24,18:00:00,6.307380724
1987,3,24,19:00:00,6.410780408
1988,3,24,20:00:00,6.945991835
1989,3,24,21:00:00,6.307380724
1990,3,24,22:00:00,6.82352501
1991,3,24,23:00:00,4.697475775
1992,3,25,00:00:00,4.291086886
1993,3,25,01:00:00,4.497886254
1994,3,25,02:00:00,4.39448657
1995,3,25,03:00:00,4.187687202
1996,3,25,04:00:00,4.291086886
1997,3,25,05:00:00,4.13598736
1998,3,25,06:00:00,4.91698657
1999,3,25,07:00:00,7.126514215
2000,3,25,08:00:00,7.08202422
2001,3,25,09:00:00,0
2002,3,25,10:00:00,0
2003,3,25,11:00:00,0
2004,3,25,12:00:00,0
2005,3,25,13:00:00,0
2006,3,25,14:00:00,0
2007,3,25,15:00:00,0
2008,3,25,16:00:00,0
2009,3,25,17:00:00,0
2010,3,25,18:00:00,6.100581356
2011,3,25,19:00:00,6.616725642
2012,3,25,20:00:00,6.829880724
2013,3,25,21:00:00,6.359080566
2014,3,25,22:00:00,6.46248025
2015,3,25,23:00:00,4.291086886
2016,3,26,00:00:00,4.963184832
2017,3,26,01:00:00,5.492040545
2018,3,26,02:00:00,4.601285938
2019,3,26,03:00:00,4.497886254
2020,3,26,04:00:00,4.291086886
2021,3,26,05:00:00,4.91148499
2022,3,26,06:00:00,5.27252975
2023,3,26,07:00:00,7.656224062
2024,3,26,08:00:00,6.824379144
2025,3,26,09:00:00,0
2026,3,26,10:00:00,0
2027,3,26,11:00:00,0
2028,3,26,12:00:00,0
2029,3,26,13:00:00,0
2030,3,26,14:00:00,0
2031,3,26,15:00:00,0
2032,3,26,16:00:00,0
2033,3,26,17:00:00,0.406388889
2034,3,26,18:00:00,5.790382304
2035,3,26,19:00:00,6.100581356
2036,3,26,20:00:00,6.410780408
2037,3,26,21:00:00,6.617579776
2038,3,26,22:00:00,6.927778828
2039,3,26,23:00:00,5.118284358
2040,3,27,00:00:00,4.601285938
2041,3,27,01:00:00,4.968686412
2042,3,27,02:00:00,5.68698262
2043,3,27,03:00:00,4.963184832
2044,3,27,04:00:00,5.325083726
2045,3,27,05:00:00,5.066584516
2046,3,27,06:00:00,5.749685622
2047,3,27,07:00:00,8.752069771
2048,3,27,08:00:00,6.359080566
2049,3,27,09:00:00,0
2050,3,27,10:00:00,0
2051,3,27,11:00:00,0
2052,3,27,12:00:00,0
2053,3,27,13:00:00,0
2054,3,27,14:00:00,0.348333333
2055,3,27,15:00:00,0
2056,3,27,16:00:00,0.464444444
2057,3,27,17:00:00,0
2058,3,27,18:00:00,6.474337543
2059,3,27,19:00:00,6.822670877
2060,3,27,20:00:00,6.571381514
2061,3,27,21:00:00,6.048881514
2062,3,27,22:00:00,5.94548183
2063,3,27,23:00:00,4.39448657
2064,3,28,00:00:00,4.963184832
2065,3,28,01:00:00,5.324229592
2066,3,28,02:00:00,4.65298578
2067,3,28,03:00:00,4.549586096
2068,3,28,04:00:00,4.697475775
2069,3,28,05:00:00,4.808085306
2070,3,28,06:00:00,4.497886254
2071,3,28,07:00:00,7.76597946
2072,3,28,08:00:00,6.46248025
2073,3,28,09:00:00,0
2074,3,28,10:00:00,0
2075,3,28,11:00:00,0.638611111
2076,3,28,12:00:00,0
2077,3,28,13:00:00,0
2078,3,28,14:00:00,0
2079,3,28,15:00:00,0
2080,3,28,16:00:00,0
2081,3,28,17:00:00,0.5225
2082,3,28,18:00:00,5.886572141
2083,3,28,19:00:00,5.842082146
2084,3,28,20:00:00,5.997181672
2085,3,28,21:00:00,6.242115321
2086,3,28,22:00:00,5.997181672
2087,3,28,23:00:00,4.13598736
2088,3,29,00:00:00,4.239387044
2089,3,29,01:00:00,5.531883094
2090,3,29,02:00:00,4.91148499
2091,3,29,03:00:00,4.808085306
2092,3,29,04:00:00,4.963184832
2093,3,29,05:00:00,4.65298578
2094,3,29,06:00:00,6.529830698
2095,3,29,07:00:00,8.849113741
2096,3,29,08:00:00,6.152281198
2097,3,29,09:00:00,0
2098,3,29,10:00:00,0
2099,3,29,11:00:00,0
2100,3,29,12:00:00,0
2101,3,29,13:00:00,0
2102,3,29,14:00:00,0
2103,3,29,15:00:00,0
2104,3,29,16:00:00,0
2105,3,29,17:00:00,1.045
2106,3,29,18:00:00,5.886572141
2107,3,29,19:00:00,6.196771193
2108,3,29,20:00:00,6.403570561
2109,3,29,21:00:00,6.359080566
2110,3,29,22:00:00,6.255680882
2111,3,29,23:00:00,5.325083726
2112,3,30,00:00:00,5.42848341
2113,3,30,01:00:00,5.583582936
2114,3,30,02:00:00,4.963184832
2115,3,30,03:00:00,5.94548183
2116,3,30,04:00:00,5.68698262
2117,3,30,05:00:00,6.100581356
2118,3,30,06:00:00,5.118284358
2119,3,30,07:00:00,9.051265662
2120,3,30,08:00:00,8.759279618
2121,3,30,09:00:00,0.464444444
2122,3,30,10:00:00,0
2123,3,30,11:00:00,0
2124,3,30,12:00:00,0
2125,3,30,13:00:00,0
2126,3,30,14:00:00,0.464444444
2127,3,30,15:00:00,0
2128,3,30,16:00:00,0
2129,3,30,17:00:00,0.986944444
2130,3,30,18:00:00,5.68698262
2131,3,30,19:00:00,7.074814373
2132,3,30,20:00:00,7.909221692
2133,3,30,21:00:00,7.651576616
2134,3,30,22:00:00,7.548176932
2135,3,30,23:00:00,6.100581356
2136,3,31,00:00:00,6.255680882
2137,3,31,01:00:00,7.023968665
2138,3,31,02:00:00,7.224412319
2139,3,31,03:00:00,7.134578196
2140,3,31,04:00:00,7.289677722
2141,3,31,05:00:00,7.289677722
2142,3,31,06:00:00,7.082878354
2143,3,31,07:00:00,10.21493917
2144,3,31,08:00:00,7.082878354
2145,3,31,09:00:00,0.928888889
2146,3,31,10:00:00,0.580555556
2147,3,31,11:00:00,0
2148,3,31,12:00:00,0
2149,3,31,13:00:00,0
2150,3,31,14:00:00,0.5225
2151,3,31,15:00:00,0.348333333
2152,3,31,16:00:00,0
2153,3,31,17:00:00,0
2154,3,31,18:00:00,5.325083726
2155,3,31,19:00:00,5.531883094
2156,3,31,20:00:00,6.5650258
2157,3,31,21:00:00,6.46248025
2158,3,31,22:00:00,6.72097946
2159,3,31,23:00:00,4.859785148
2160,4,1,00:00:00,5.118284358
2161,4,1,01:00:00,5.42848341
2162,4,1,02:00:00,6.20398104
2163,4,1,03:00:00,6.410780408
2164,4,1,04:00:00,6.72097946
2165,4,1,05:00:00,5.738682462
2166,4,1,06:00:00,6.182351498
2167,4,1,07:00:00,8.38552343
2168,4,1,08:00:00,6.20398104
2169,4,1,09:00:00,0
2170,4,1,10:00:00,0
2171,4,1,11:00:00,0
2172,4,1,12:00:00,0
2173,4,1,13:00:00,0
2174,4,1,14:00:00,0
2175,4,1,15:00:00,0
2176,4,1,16:00:00,0
2177,4,1,17:00:00,0.812777778
2178,4,1,18:00:00,5.1699842
2179,4,1,19:00:00,5.635282778
2180,4,1,20:00:00,5.68698262
2181,4,1,21:00:00,6.364582146
2182,4,1,22:00:00,5.790382304
2183,4,1,23:00:00,3.722388624
2184,4,2,00:00:00,3.670688782
2185,4,2,01:00:00,3.670688782
2186,4,2,02:00:00,3.515589256
2187,4,2,03:00:00,3.567289098
2188,4,2,04:00:00,3.61898894
2189,4,2,05:00:00,4.446186412
2190,4,2,06:00:00,5.123785938
2191,4,2,07:00:00,7.449424694
2192,4,2,08:00:00,5.997181672
2193,4,2,09:00:00,0
2194,4,2,10:00:00,0
2195,4,2,11:00:00,0
2196,4,2,12:00:00,0
2197,4,2,13:00:00,0
2198,4,2,14:00:00,0
2199,4,2,15:00:00,0
2200,4,2,16:00:00,0
2201,4,2,17:00:00,0
2202,4,2,18:00:00,5.014884674
2203,4,2,19:00:00,5.221684042
2204,4,2,20:00:00,5.834872299
2205,4,2,21:00:00,5.938271983
2206,4,2,22:00:00,5.842082146
2207,4,2,23:00:00,4.497886254
2208,4,3,00:00:00,4.808085306
2209,4,3,01:00:00,5.738682462
2210,4,3,02:00:00,6.668425484
2211,4,3,03:00:00,6.359080566
2212,4,3,04:00:00,6.617579776
2213,4,3,05:00:00,6.824379144
2214,4,3,06:00:00,7.378657711
2215,4,3,07:00:00,10.03906424
2216,4,3,08:00:00,6.455270403
2217,4,3,09:00:00,0
2218,4,3,10:00:00,0.406388889
2219,4,3,11:00:00,0
2220,4,3,12:00:00,0.580555556
2221,4,3,13:00:00,0
2222,4,3,14:00:00,0
2223,4,3,15:00:00,0
2224,4,3,16:00:00,0
2225,4,3,17:00:00,0
2226,4,3,18:00:00,5.897575301
2227,4,3,19:00:00,4.704685622
2228,4,3,20:00:00,4.756385464
2229,4,3,21:00:00,5.014884674
2230,4,3,22:00:00,5.118284358
2231,4,3,23:00:00,3.050290678
2232,4,4,00:00:00,3.050290678
2233,4,4,01:00:00,3.257090046
2234,4,4,02:00:00,3.36048973
2235,4,4,03:00:00,3.670688782
2236,4,4,04:00:00,3.61898894
2237,4,4,05:00:00,3.567289098
2238,4,4,06:00:00,6.0700337
2239,4,4,07:00:00,6.589594521
2240,4,4,08:00:00,5.014884674
2241,4,4,09:00:00,0
2242,4,4,10:00:00,0
2243,4,4,11:00:00,0
2244,4,4,12:00:00,0
2245,4,4,13:00:00,0.5225
2246,4,4,14:00:00,0
2247,4,4,15:00:00,0
2248,4,4,16:00:00,0
2249,4,4,17:00:00,0.406388889
2250,4,4,18:00:00,5.01403054
2251,4,4,19:00:00,5.17548578
2252,4,4,20:00:00,5.285241177
2253,4,4,21:00:00,4.756385464
2254,4,4,22:00:00,4.704685622
2255,4,4,23:00:00,2.998590836
2256,4,5,00:00:00,3.050290678
2257,4,5,01:00:00,3.463889414
2258,4,5,02:00:00,3.050290678
2259,4,5,03:00:00,3.205390204
2260,4,5,04:00:00,3.257090046
2261,4,5,05:00:00,3.36048973
2262,4,5,06:00:00,3.766878619
2263,4,5,07:00:00,6.351016585
2264,4,5,08:00:00,5.42848341
2265,4,5,09:00:00,0
2266,4,5,10:00:00,0
2267,4,5,11:00:00,0
2268,4,5,12:00:00,0
2269,4,5,13:00:00,0
2270,4,5,14:00:00,0
2271,4,5,15:00:00,0
2272,4,5,16:00:00,0
2273,4,5,17:00:00,1.451388889
2274,4,5,18:00:00,4.39448657
2275,4,5,19:00:00,5.221684042
2276,4,5,20:00:00,6.668425484
2277,4,5,21:00:00,6.72097946
2278,4,5,22:00:00,6.824379144
2279,4,5,23:00:00,5.790382304
2280,4,6,00:00:00,6.629437069
2281,4,6,01:00:00,6.623081356
2282,4,6,02:00:00,6.100581356
2283,4,6,03:00:00,6.410780408
2284,4,6,04:00:00,6.72097946
2285,4,6,05:00:00,6.72097946
2286,4,6,06:00:00,6.565879934
2287,4,6,07:00:00,9.102965504
2288,4,6,08:00:00,7.873172457
2289,4,6,09:00:00,0
2290,4,6,10:00:00,0
2291,4,6,11:00:00,0
2292,4,6,12:00:00,0
2293,4,6,13:00:00,0
2294,4,6,14:00:00,0
2295,4,6,15:00:00,0.464444444
2296,4,6,16:00:00,0
2297,4,6,17:00:00,0.5225
2298,4,6,18:00:00,3.308789888
2299,4,6,19:00:00,4.451687992
2300,4,6,20:00:00,5.200908634
2301,4,6,21:00:00,5.589084516
2302,4,6,22:00:00,5.738682462
2303,4,6,23:00:00,3.308789888
2304,4,7,00:00:00,3.257090046
2305,4,7,01:00:00,3.412189572
2306,4,7,02:00:00,4.187687202
2307,4,7,03:00:00,4.187687202
2308,4,7,04:00:00,4.446186412
2309,4,7,05:00:00,4.968686412
2310,4,7,06:00:00,4.601285938
2311,4,7,07:00:00,5.997181672
2312,4,7,08:00:00,6.525183252
2313,4,7,09:00:00,0.580555556
2314,4,7,10:00:00,0.406388889
2315,4,7,11:00:00,0
2316,4,7,12:00:00,0
2317,4,7,13:00:00,0
2318,4,7,14:00:00,0.986944444
2319,4,7,15:00:00,0
2320,4,7,16:00:00,0
2321,4,7,17:00:00,0.406388889
2322,4,7,18:00:00,5.014884674
2323,4,7,19:00:00,5.273383884
2324,4,7,20:00:00,5.376783568
2325,4,7,21:00:00,5.892927854
2326,4,7,22:00:00,5.42848341
2327,4,7,23:00:00,3.36048973
2328,4,8,00:00:00,3.412189572
2329,4,8,01:00:00,3.515589256
2330,4,8,02:00:00,3.915622431
2331,4,8,03:00:00,4.083433384
2332,4,8,04:00:00,3.722388624
2333,4,8,05:00:00,3.774088466
2334,4,8,06:00:00,3.87748815
2335,4,8,07:00:00,6.377293573
2336,4,8,08:00:00,5.325083726
2337,4,8,09:00:00,0
2338,4,8,10:00:00,0
2339,4,8,11:00:00,0
2340,4,8,12:00:00,0
2341,4,8,13:00:00,0
2342,4,8,14:00:00,0
2343,4,8,15:00:00,0.464444444
2344,4,8,16:00:00,0
2345,4,8,17:00:00,0.5225
2346,4,8,18:00:00,5.678918639
2347,4,8,19:00:00,5.621717217
2348,4,8,20:00:00,5.583582936
2349,4,8,21:00:00,5.68698262
2350,4,8,22:00:00,5.842082146
2351,4,8,23:00:00,4.555087676
2352,4,9,00:00:00,4.032587676
2353,4,9,01:00:00,3.980887834
2354,4,9,02:00:00,3.87748815
2355,4,9,03:00:00,3.929187992
2356,4,9,04:00:00,4.13598736
2357,4,9,05:00:00,4.342786728
2358,4,9,06:00:00,4.794519745
2359,4,9,07:00:00,7.583748812
2360,4,9,08:00:00,5.118284358
2361,4,9,09:00:00,0.5225
2362,4,9,10:00:00,0
2363,4,9,11:00:00,0
2364,4,9,12:00:00,0
2365,4,9,13:00:00,1.045
2366,4,9,14:00:00,0
2367,4,9,15:00:00,0.638611111
2368,4,9,16:00:00,0
2369,4,9,17:00:00,0.464444444
2370,4,9,18:00:00,4.962330698
2371,4,9,19:00:00,4.808085306
2372,4,9,20:00:00,5.846729592
2373,4,9,21:00:00,5.014884674
2374,4,9,22:00:00,5.42848341
2375,4,9,23:00:00,3.670688782
2376,4,10,00:00:00,4.39998815
2377,4,10,01:00:00,3.774088466
2378,4,10,02:00:00,4.187687202
2379,4,10,03:00:00,4.446186412
2380,4,10,04:00:00,4.084287518
2381,4,10,05:00:00,3.36048973
2382,4,10,06:00:00,4.598723537
2383,4,10,07:00:00,5.995473405
2384,4,10,08:00:00,5.531883094
2385,4,10,09:00:00,0
2386,4,10,10:00:00,0
2387,4,10,11:00:00,0
2388,4,10,12:00:00,0
2389,4,10,13:00:00,0
2390,4,10,14:00:00,0
2391,4,10,15:00:00,0.406388889
2392,4,10,16:00:00,0
2393,4,10,17:00:00,0
2394,4,10,18:00:00,5.130141651
2395,4,10,19:00:00,4.955974985
2396,4,10,20:00:00,5.981907844
2397,4,10,21:00:00,5.014884674
2398,4,10,22:00:00,5.066584516
2399,4,10,23:00:00,3.567289098
2400,4,11,00:00:00,3.980887834
2401,4,11,01:00:00,3.61898894
2402,4,11,02:00:00,3.36048973
2403,4,11,03:00:00,3.412189572
2404,4,11,04:00:00,3.412189572
2405,4,11,05:00:00,3.515589256
2406,4,11,06:00:00,3.669834648
2407,4,11,07:00:00,5.879362294
2408,4,11,08:00:00,4.808085306
2409,4,11,09:00:00,0
2410,4,11,10:00:00,0
2411,4,11,11:00:00,0
2412,4,11,12:00:00,0
2413,4,11,13:00:00,0
2414,4,11,14:00:00,0
2415,4,11,15:00:00,0
2416,4,11,16:00:00,0
2417,4,11,17:00:00,0
2418,4,11,18:00:00,4.548731962
2419,4,11,19:00:00,4.75553133
2420,4,11,20:00:00,4.39448657
2421,4,11,21:00:00,4.756385464
2422,4,11,22:00:00,5.1699842
2423,4,11,23:00:00,3.308789888
2424,4,12,00:00:00,4.353789888
2425,4,12,01:00:00,3.257090046
2426,4,12,02:00:00,3.463889414
2427,4,12,03:00:00,3.36048973
2428,4,12,04:00:00,3.36048973
2429,4,12,05:00:00,3.257090046
2430,4,12,06:00:00,4.598723537
2431,4,12,07:00:00,6.685784358
2432,4,12,08:00:00,4.808085306
2433,4,12,09:00:00,0
2434,4,12,10:00:00,0
2435,4,12,11:00:00,0
2436,4,12,12:00:00,0
2437,4,12,13:00:00,0
2438,4,12,14:00:00,0
2439,4,12,15:00:00,0
2440,4,12,16:00:00,0
2441,4,12,17:00:00,0
2442,4,12,18:00:00,4.291086886
2443,4,12,19:00:00,4.65298578
2444,4,12,20:00:00,4.756385464
2445,4,12,21:00:00,4.859785148
2446,4,12,22:00:00,4.859785148
2447,4,12,23:00:00,2.740091626
2448,4,13,00:00:00,3.256235912
2449,4,13,01:00:00,2.946890994
2450,4,13,02:00:00,2.84349131
2451,4,13,03:00:00,2.791791468
2452,4,13,04:00:00,2.791791468
2453,4,13,05:00:00,3.320647181
2454,4,13,06:00:00,2.636691942
2455,4,13,07:00:00,5.375075301
2456,4,13,08:00:00,5.297098471
2457,4,13,09:00:00,0.464444444
2458,4,13,10:00:00,0
2459,4,13,11:00:00,0
2460,4,13,12:00:00,0
2461,4,13,13:00:00,0.754722222
2462,4,13,14:00:00,0
2463,4,13,15:00:00,1.103055556
2464,4,13,16:00:00,0
2465,4,13,17:00:00,0
2466,4,13,18:00:00,1.511152712
2467,4,13,19:00:00,1.395895734
2468,4,13,20:00:00,1.80949447
2469,4,13,21:00:00,2.016293838
2470,4,13,22:00:00,2.280294628
2471,4,13,23:00:00,0
2472,4,14,00:00:00,0
2473,4,14,01:00:00,0
2474,4,14,02:00:00,0.580555556
2475,4,14,03:00:00,0
2476,4,14,04:00:00,0
2477,4,14,05:00:00,0
2478,4,14,06:00:00,0.580555556
2479,4,14,07:00:00,1.368764613
2480,4,14,08:00:00,2.465464455
2481,4,14,09:00:00,0
2482,4,14,10:00:00,0
2483,4,14,11:00:00,0.406388889
2484,4,14,12:00:00,0
2485,4,14,13:00:00,0.464444444
2486,4,14,14:00:00,0
2487,4,14,15:00:00,0
2488,4,14,16:00:00,1.045
2489,4,14,17:00:00,0.5225
2490,4,14,18:00:00,0.77549763
2491,4,14,19:00:00,1.03399684
2492,4,14,20:00:00,1.085696682
2493,4,14,21:00:00,1.137396524
2494,4,14,22:00:00,1.821351763
2495,4,14,23:00:00,0
2496,4,15,00:00:00,0
2497,4,15,01:00:00,0
2498,4,15,02:00:00,0
2499,4,15,03:00:00,0
2500,4,15,04:00:00,0
2501,4,15,05:00:00,0
2502,4,15,06:00:00,1.973888889
2503,4,15,07:00:00,3.325294628
2504,4,15,08:00:00,1.03399684
2505,4,15,09:00:00,0
2506,4,15,10:00:00,0
2507,4,15,11:00:00,0
2508,4,15,12:00:00,0.580555556
2509,4,15,13:00:00,0
2510,4,15,14:00:00,0
2511,4,15,15:00:00,0
2512,4,15,16:00:00,0.406388889
2513,4,15,17:00:00,0
2514,4,15,18:00:00,1.137396524
2515,4,15,19:00:00,1.80949447
2516,4,15,20:00:00,2.744739072
2517,4,15,21:00:00,1.654394944
2518,4,15,22:00:00,1.912894154
2519,4,15,23:00:00,0.051699842
2520,4,16,00:00:00,0.155099526
2521,4,16,01:00:00,0.206799368
2522,4,16,02:00:00,0.25849921
2523,4,16,03:00:00,0.051699842
2524,4,16,04:00:00,0
2525,4,16,05:00:00,0.155099526
2526,4,16,06:00:00,0.464444444
2527,4,16,07:00:00,2.85449447
2528,4,16,08:00:00,1.395895734
2529,4,16,09:00:00,0
2530,4,16,10:00:00,0
2531,4,16,11:00:00,0
2532,4,16,12:00:00,0
2533,4,16,13:00:00,0
2534,4,16,14:00:00,0
2535,4,16,15:00:00,0
2536,4,16,16:00:00,0
2537,4,16,17:00:00,0
2538,4,16,18:00:00,2.551505265
2539,4,16,19:00:00,2.571426539
2540,4,16,20:00:00,2.636691942
2541,4,16,21:00:00,2.895191152
2542,4,16,22:00:00,3.153690362
2543,4,16,23:00:00,0.878897314
2544,4,17,00:00:00,1.698884939
2545,4,17,01:00:00,1.499295418
2546,4,17,02:00:00,1.654394944
2547,4,17,03:00:00,1.654394944
